Commmit-id,Refactring-name,Refactoring-Type,Code Element Left,Code Element Right,Class Before,Class After
f9ecf1af737a4f1f32a9723f64303fb5d224ebf1,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,executionDataSource : DataSource,executionDataSource : BasicDataSource,[org.jumpmind.metl.ui.init.AppConfig],[org.jumpmind.metl.ui.init.AppConfig]
d57a15530504e902a6ed415f51a3dca900cb32d3,Split Variable,SPLIT_VARIABLE,count : int,countExecutions : int,[org.jumpmind.metl.core.persist.ExecutionService],[org.jumpmind.metl.core.persist.ExecutionService]
70883a85a8782110afa4635d4e576dc2f009088b,Inline Method,INLINE_OPERATION,"public getFlowParameters(params Map<String,String>, agent Agent, agentDeployment AgentProjectVersionFlowDeployment) : Map<String,String>","public getFlowParameters(agent Agent, agentDeployment AgentProjectVersionFlowDeployment) : Map<String,String>",[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
70883a85a8782110afa4635d4e576dc2f009088b,Inline Variable,INLINE_VARIABLE,name : String,0,[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
70883a85a8782110afa4635d4e576dc2f009088b,Inline Variable,INLINE_VARIABLE,name : String,0,[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
70883a85a8782110afa4635d4e576dc2f009088b,Rename Variable,RENAME_VARIABLE,currentSelection : Object,currentTableSelection : Object,[org.jumpmind.metl.ui.views.manage.ManageView],[org.jumpmind.metl.ui.views.manage.ManageView]
574f70e18d4c142acf664934ddc4b046ea422849,Inline Method,INLINE_OPERATION,"public getFlowParameters(params Map<String,String>, agent Agent, agentDeployment AgentProjectVersionFlowDeployment) : Map<String,String>","public getFlowParameters(agent Agent, agentDeployment AgentProjectVersionFlowDeployment) : Map<String,String>",[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
574f70e18d4c142acf664934ddc4b046ea422849,Inline Variable,INLINE_VARIABLE,name : String,0,[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
574f70e18d4c142acf664934ddc4b046ea422849,Inline Variable,INLINE_VARIABLE,name : String,0,[org.jumpmind.metl.core.runtime.flow.FlowRuntime],[org.jumpmind.metl.core.runtime.flow.FlowRuntime]
3cc8787c923078ebf0a23ba965b94e501de1f89d,Rename Variable,RENAME_VARIABLE,currentSelection : Object,currentTableSelection : Object,[org.jumpmind.metl.ui.views.manage.ManageView],[org.jumpmind.metl.ui.views.manage.ManageView]
a8cebc4b6e65f17e3a66577a4235dc92011cb4fd,Rename Class,RENAME_CLASS,org.jumpmind.metl.ui.views.deploy.ValidateReleasePackageDeploymentPanel,org.jumpmind.metl.ui.views.deploy.ValidateFlowDeploymentPanel,[org.jumpmind.metl.ui.views.deploy.ValidateReleasePackageDeploymentPanel],[org.jumpmind.metl.ui.views.deploy.ValidateFlowDeploymentPanel]
a8cebc4b6e65f17e3a66577a4235dc92011cb4fd,Rename Attribute,RENAME_ATTRIBUTE,validateReleasePackageDeploymentPanel : ValidateReleasePackageDeploymentPanel,validateFlowDeploymentPanel : ValidateFlowDeploymentPanel,[org.jumpmind.metl.ui.views.deploy.DeployDialog],[org.jumpmind.metl.ui.views.deploy.DeployDialog]
a8cebc4b6e65f17e3a66577a4235dc92011cb4fd,Change Attribute Type,CHANGE_ATTRIBUTE_TYPE,validateReleasePackageDeploymentPanel : ValidateReleasePackageDeploymentPanel,validateFlowDeploymentPanel : ValidateFlowDeploymentPanel,[org.jumpmind.metl.ui.views.deploy.DeployDialog],[org.jumpmind.metl.ui.views.deploy.DeployDialog]
a8cebc4b6e65f17e3a66577a4235dc92011cb4fd,Rename Parameter,RENAME_PARAMETER,selectedPackages : List<ReleasePackage>,selectedFlows : List<FlowName>,[org.jumpmind.metl.ui.views.deploy.ValidateReleasePackageDeploymentPanel],[org.jumpmind.metl.ui.views.deploy.ValidateFlowDeploymentPanel]
