"Tecnicas;Design Role;Classe;Método;LOC;CC;Efferent;NOP;Problema de Design;Deveria ser REFATORADO por conta desse problema?; Se DISCORDAR, quais os motivos? "
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.GerarArqRepasseBB;beforeRunTransLess;22;6;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSEspecialNaoInscritoEspecial;87;9;4;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.gnre.ConsultarLotesContingencia;run;28;6;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemTaxaConfirmar;initialize;37;5;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.MontarCabecalhoEmissaoDAE;process;44;8;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.itd.GerarItemITD;initialize;189;35;6;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultMultaFiscalICMS;26;6;7;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.TransacaoIsencaoTributosBase;montarDocumentoMantab;36;9;10;8;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.relatorios.GerarSituacaoDAEMensal;beforeRunTransLess;32;4;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.dae.DesmembrarDAE;process;85;17;14;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.talonario.ConsultarMovimentacaoTalao;getOcorrenciasNavegacao;20;3;9;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemReceitaOutrosOrgaos;process;98;34;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAutorizadaInicio;doInitialize;33;5;2;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;registrarDAEDED;28;3;12;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocDadosOutrasRec;93;21;16;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.baixarDAEManual.RegistrarBaixaDAEManual;process;61;19;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentCalculoReceita.AlterarPercentCalculoReceita;process;81;25;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.alterar.AlterarTalaoDAEManual;process;50;6;19;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.ConsultarHistoricoCustodiais;process;102;27;17;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ti.SAEIntegracaoSAP;gerarDAE;3;1;6;8;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.tipoDocumentoSituacao.AlterarTipoDocumentoSituacao;process;36;9;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;getValorCampo;111;33;8;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.gnre.AlterarGNREConfirmar;initialize;43;9;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.arquivo.ProcessarArquivoRecebidoBase;inicializarArquivo;45;7;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.AlterarItemDAE;process;83;28;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIsencaoTributos;atualizarTpSolicitantePorChassi;4;1;3;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.base.ConfirmarAlteracaoValorParametro;initialize;26;2;4;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;calcularEncargosITD;55;10;11;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;calcularEncargosIPVA;43;10;12;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocDadosIcms;87;19;18;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;verificaCamposAlterados;58;16;7;6;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.motivoAlteracaoDoc.ExcluirMotivoAlteracaoDoc;process;24;2;9;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;obterDAEMensalSIT;73;2;10;1;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;initialize;60;3;6;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.fechamento.ValidarMesAno;process;29;8;17;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;montaFiltroDocumentoCheque;28;7;5;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.EfetuarSolicitacaoIsencaoICMSInicio;initialize;55;7;6;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.cheqDev.ConsultarCheqDev;montaDoctoSaida;49;7;10;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.RegistrarConfirmacaoRepasseFinanceiro;process;76;14;21;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dadosConcBanc.AlterarDadosConciliacaoBancaria;situacaoValida;28;16;9;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.docOrigem.SelecionarItemDAEDocOrigem;process;48;11;14;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.substituicao.ListarItensAntecipacaoMensal;setDocCabecalho;15;9;1;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;cadastrarContribuinte;35;5;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.cadastro.conta.InserirContaBancaria;montarComboEntidade;30;6;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocDadosOutrasRec;93;21;16;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropriedadesItemReceitaNaoTributariaEspecial;115;10;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.IdentificacaoDoc;montaDocItemsCons;39;5;12;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.listar.ReemitirAutorizacaoICMS;setarDadosAutorizacao;24;5;11;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.psdi.CalcularPSDI;process;32;3;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;verificarDatasInformadas;18;11;3;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.IPVA.AtenderSolicitacaoEmAnaliseFinal;doProcess;54;9;13;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarArquivo;49;7;14;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.IncluirItemICMS;process;41;10;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemICMS;process;38;8;10;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.convenioProduto.ExcluirConvenioProduto;process;32;4;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.correcao.CorrigirDadosGNRE;run;71;15;11;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaOutrosOrgaos;initialize;27;6;8;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.sit.EmitirDAEMensal;comparaDataInicialFinal;8;8;2;6;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.IncluirItemDocDesmembram;initialize;30;2;10;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;getCdPessoaContribuinte;29;7;11;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.TransacaoConsultaBase;montarComboSubGrupo;38;5;2;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirPropiedadesItemDaeICMSEspecialNaoInscrito;96;13;5;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.ExcluirItem;initialize;37;11;7;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montaObjItemDAE;175;14;17;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.contribuinteNaoInscrito.EmitirDAEContribuinteNaoInscrito;initialize;51;12;10;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;gerarDAESAP;110;39;17;8;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarItensDAEManualViaEletronica;initialize;39;10;7;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteInscrito.ExcluirItem;process;67;17;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.cheqDev.to.baixa.BaixarCheqImprocedentePrescricao;process;48;11;9;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.contribuinteNaoInscrito.EmitirDaeEspecialContribuinte;initialize;57;19;10;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.repassarTalao.ConfirmaRepasseTalao;process;38;6;16;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.ListarItensDesmembramentoDAE;initialize;38;7;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ListarHistoricoRepasse;getOcorrenciasNavegacao;32;6;11;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemDAEProcessoFiscal;25;3;7;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;alterarDataArrecadacaoDAE;7;1;5;4;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTESEMISSAODAE];br.gov.se.sefaz.sae.util.data.DatasSAE;obterMesAntecedente;25;13;1;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GNRE;br.gov.se.sefaz.sae.concBanc.ng.GerenciadorGNRE;registrarRecolhimentoGNREOnLine;58;8;20;6;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TEST;br.gov.se.sefaz.sae.ng.GerenciadorBase;montarComboAgenciaAtiva;29;6;10;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAOOPERACIONAL;br.gov.se.sefaz.sae.consultas.to.ConsultarDetalheDAE;process;29;3;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.itemDae.InserirItemDesmembramentoDAE;preencherHash;68;13;5;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarArrecadacaoMultaFiscal;getOcorrenciasNavegacao;25;4;9;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.grupoMotivoReceita.AlterarGrupoMotivoReceita;process;34;3;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.consulta.ConsultarArrecadacaoMultaFiscal;getOcorrenciasNavegacao;25;4;9;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;cancelarDAEDARSAF;51;21;9;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultReceitaExtraOrcamentaria;25;4;9;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaSAE;montaFiltroDetalheDAE;108;17;5;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.formaRecolhimento.ListarItensFormaRecolhimento;alterarFormaRecolhimento;36;7;10;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.dataArrecDAE.InformarDataArrecadacaoDAE;process;26;5;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirSourceToResultICMS;42;12;10;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarViaEletronicaDAEManual;process;61;10;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;montaDocIncons;66;16;8;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;montarItens;35;7;5;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.AlterarDASDesmembramentoConfirmar;initialize;30;4;4;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ListarDetalheHistoricoDAE;setItensDocumento;30;6;10;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;registrarAlteracaoDAEManual;30;7;7;3;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;[CONSTANTES];br.gov.se.sefaz.sae.ng.GerenciadorCustodiais;registrarHistoricoCustodialGR;14;3;7;5;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.concBanc.ConsultaConcBanc;gravarCabecalho;25;4;10;5;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;atribuirItemDAEPSDI;93;27;14;3;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;UNDEFINED;br.gov.se.sefaz.sae.ng.GerenciadorGNRE;getConversaoApuracaoSAE;34;8;3;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarArquivo;49;7;14;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.metasArrecadacao.IncluirMetasArrecadacao;process;49;14;15;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.isencaoTributos.to.consulta.ConsultaAvancadaIsencaoTributos;montaDoctoSaida;34;9;11;5;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorOperacional;alterarDadosGNRE;381;154;22;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.AlterarDASDesmembramentoConfirmar;process;27;4;8;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.talonario.to.repassarTalao.ConfirmaRepasseTalao;process;38;6;16;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.receita.IncluirReceita;process;46;5;13;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;registrarAlteracaoDAEManual;30;7;7;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovOnLineDAE;validarSituacaoDocumento;33;19;14;3;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.antecipacaoMensal.reemissao.AlterarAntecipacaoMensal;process;36;7;12;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemReceitaNaoTributariaConfirmar;initialize;23;2;5;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.ListarHistoricoRepasse;getOcorrenciasNavegacao;32;6;11;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;trimestre;26;5;2;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.grupoMotivoReceita.ExcluirGrupoMotivoReceita;process;61;9;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.TransacaoEmissaoDAE;montarComboReceita;37;6;12;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIPVA;gerarDAEIPVA;48;14;12;8;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;CONSULTAAVANCADATRANSBASE;br.gov.se.sefaz.sae.consultas.to.documento.ConsultaAvancadaFiscalizacao;gravarCabecalho;26;4;10;5;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.certidaoIPVA.EmitirCertidaoNegativa;setMantab;23;1;0;2;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAS;validarDocumentoMovimentoConsolidado;62;13;28;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.reemissao.GerarReemissaoDAESIT;initialize;22;6;4;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.isencaoTributos.to.ICMS.AtenderSolicitacaoAguardFiscalizacaoInicio;doInitialize;33;4;1;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.exclusao.ExcluirDoc;initialize;19;6;3;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ItemDetalheDAE;setDocValores;26;7;9;4;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.percentCalculoReceita.ExcluirPercentCalculoReceita;process;43;3;11;0;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.custodiais.to.TransacaoCustodiais;montarCampoLookUp;25;5;9;6;Muitos Parametros;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorTalonario;validarSituacaoDAR43;41;8;2;1;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.ConsultarContribuinteDAEManual;process;118;40;19;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.repasse.GerarArqRepasse;process;41;19;9;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.conciliacaoBancaria.to.pendencia.ConsultarPendenciasArquivoCriterio;process;52;12;12;0;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.AlterarItemDAE;initialize;357;143;14;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.desmembramento.das.AlterarDASDesmembramento;initialize;80;34;11;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;BACKGROUNDPROCESS;br.gov.se.sefaz.sae.tb.conciliacaoBancaria.ProcessarArqMovConsolidadoDAE;validar;77;16;21;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemTaxa;process;31;6;10;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorIntegracao;reemitirDAESAP;54;13;17;2;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.itemDAE.ListarDAEAlteracao;setItensDocumento;33;7;9;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;GERENCIADORBASE;br.gov.se.sefaz.sae.ng.GerenciadorDocArrecadacao;inserirHistoricoDAS;26;3;10;2;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.daeAvulso.GerarItemICMSContribuinteInscrito;process;103;59;15;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.consultas.to.documento.ListarAtvdEconCateg;setCategoria;41;7;9;4;Alto Acoplamento Efferent;(1) Discordo Fortemente;;"
" R, D ;TRANSACAORELATORIO;br.gov.se.sefaz.sae.isencaoTributos.to.emitir.EmitirTermoResponsabilidade;getConcecionaria;95;13;11;1;Muitos Desvios;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.emissaoDAE.to.especial.GerarItemImportacaoConfirmar;initialize;23;3;4;0;Metodo Longo;(1) Discordo Fortemente;;"
" R, D ;TRANSACAO;br.gov.se.sefaz.sae.oper.to.alteracao.viaEletronica.AlterarItensDAEManualViaEletronica;process;33;17;9;0;Metodo Longo;(1) Discordo Fortemente;;"
